number_chromosome,genomic_position_start,genomic_position_end,cyto_location,computed_cyto_location,mim_number,gene_symbols,gene_name,approved_symbol,entrez_gene_id,ensembl_gene_id,comments,phenotypes,mouse_gene_symbol_id
9,129094793,129110792,9q34.1,9q34.11,600184,"CRAT, CAT1, NBIA8",Carnitine acetyltransferase,CRAT,1384,ENSG00000095321,mutation identified in 1 NBIA8 patient,"?Neurodegeneration with brain iron accumulation 8, 617917 (3), Autosomal recessive",Crat (MGI:109501)
9,129110948,129148945,9q34,9q34.11,600756,"PPP2R4, PTPA","Protein phosphatase-2A, regulatory subunit B' (PR 53)",PTPA,5524,ENSG00000119383,proximal to ABL,NA,Ptpa (MGI:1346006)
9,129608883,129636741,9q34.11,9q34.11,613560,"NTMT1, METTL11A, NRMT, C9orf32",N-terminal X-Pro-Lys N-methyltransferase 1,NTMT1,28989,ENSG00000148335,NA,NA,Ntmt1 (MGI:1913867)
9,129634603,129642168,9q34.11,9q34.11,615051,ASB6,Ankyrin repeat- and SOCS box-containing protein 6,ASB6,140459,ENSG00000148331,NA,NA,Asb6 (MGI:1919573)
9,129665646,129722673,9q34.1,9q34.11,604675,"PRRX2, PRX2",Paired-related homeo box gene 2,PRRX2,51450,ENSG00000167157,NA,NA,Prrx2 (MGI:98218)
9,129738348,129753041,9q34.3,9q34.11,605172,"PTGES, PGES, PIG12, MGST1L1",Prostaglandin E synthase,PTGES,9536,ENSG00000148344,NA,NA,Ptges (MGI:1927593)
9,129803142,129811423,9q34,9q34.11,608050,"TOR1B, DQ1",Torsin 1B,TOR1B,27348,ENSG00000136816,centromeric to TOR1A; pseudogene on chr.2,NA,Tor1b (MGI:1353605)
9,129812941,129824135,9q34,9q34.11,605204,"DYT1, TOR1A",Torsin A,TOR1A,1861,ENSG00000136827,NA,"{Dystonia-1, modifier of} (3); Dystonia-1, torsion, 128100 (3), Autosomal dominant",Tor1a (MGI:1353568)
9,129835416,129881837,9q34.11,9q34.11,615143,"USP20, VDU2",Ubiquitin-specific protease 20,USP20,10868,ENSG00000136878,NA,NA,Usp20 (MGI:1921520)
9,129887186,130053845,9q34,9q34.11,606191,"FNBP1, FBP17",Formin-binding protein 17,FNBP1,23048,ENSG00000187239,fused with MLL in chronic myeloid leukemia,NA,Fnbp1 (MGI:109606)
9,130172403,130237302,9q34,9q34.11,603315,"FREQ, NCS1","Frequenin, Drosophila, homolog of",NCS1,23413,ENSG00000107130,NA,NA,Ncs1 (MGI:109166)
9,130444706,130501273,9q34.1,9q34.11,603470,"ASS1, ASS",Argininosuccinate synthetase 1,ASS1,445,ENSG00000130707,"14 pseudogenes on 11 chromosomes, including X and Y and ASSP2 on 6p23-q12","Citrullinemia, 215700 (3), Autosomal recessive",Ass1 (MGI:88090)
9,130579576,130638351,9q34.11-q34.12,9q34.11-q34.12,603536,"FUBP3, FBP3",FAR upstream element-binding protein 3,FUBP3,8939,ENSG00000107164,NA,NA,Fubp3 (MGI:2443699)
9,130664593,130682982,9q34.1,9q34.12,616458,"PRDM12, HSAN8",PR domain-containing protein 12,PRDM12,59335,ENSG00000130711,NA,"Neuropathy, hereditary sensory and autonomic, type VIII, 616488 (3), Autosomal recessive",Prdm12 (MGI:2685844)
9,130693759,130704893,9q34.12,9q34.12,602238,"EXOSC2, RRP4, SHRF",Exosome component 2,EXOSC2,23404,ENSG00000130713,NA,"Short stature, hearing loss, retinitis pigmentosa, and distinctive facies, 617763 (3), Autosomal recessive",Exosc2 (MGI:2385133)
9,130713880,130887674,9q34.1,9q34.12,189980,"ABL1, CHDSKM",Abelson murine leukemia viral (v-abl) oncogene homolog 1,ABL1,25,ENSG00000097007,fusion hybrid gene with BCR1 in CML,"Congenital heart defects and skeletal malformations syndrome, 617602 (3), Autosomal dominant; Leukemia, Philadelphia chromosome-positive, resistant to imatinib (3)",Abl1 (MGI:87859)
9,130892706,130896811,9q34.12,9q34.12,609795,"QRFP, P518, 26RFA",Pyroglutamylated FR-amide peptide precursor protein,QRFP,347148,ENSG00000188710,NA,NA,Qrfp (MGI:3630329)
9,130902437,130939246,9q34.1,9q34.12,613357,FIBCD1,Fibrinogene C domain-containing protein 1,FIBCD1,84929,ENSG00000130720,NA,NA,Fibcd1 (MGI:2138953)
9,131009173,131094472,9q33-q34,9q34.12,604349,"LAMC3, OCCM","Laminin, gamma-3",LAMC3,10319,ENSG00000050555,NA,"Cortical malformations, occipital, 614115 (3), Autosomal recessive",Lamc3 (MGI:1344394)
9,131100000,133100000,9q34.13,NA,171720,ALPQTL1,"Alkaline phosphatase, plasma level of, QTL 1",NA,100196909,NA,linkage with rs657152,"{Alkaline phosphatase, plasma level of, QTL1}, 171720 (2), ?Autosomal dominant",NA
9,131125585,131234662,9q34.1,9q34.13,114350,"NUP214, D9S46E, CAN, CAIN, IIAE9","Nucleoporin, 214kD",NUP214,8021,ENSG00000126883,fused with DEK in AML; fused with ABL1 in T-ALL,"{Encephalopathy, acute, infection-induced, suseptibility to, 9}, 618426 (3), Autosomal recessive; Leukemia, T-cell acute lymphoblastic, somatic, 613065 (3); Leukemia, acute myeloid, somatic, 601626 (3)",Nup214 (MGI:1095411)
9,131502901,131523805,9q34.1,9q34.13,607423,"POMT1, MDDGA1, MDDGB1, MDDGC1, LGMDR11",Protein O-mannosyltransferase 1,POMT1,10585,ENSG00000130714,NA,"Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 1, 236670 (3), Autosomal recessive; Muscular dystrophy-dystroglycanopathy (congenital with mental retardation), type B, 1, 613155 (3), Autosomal recessive; Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 1, 609308 (3), Autosomal recessive",Pomt1 (MGI:2138994)
9,131523795,131531274,9q34.2,9q34.13,609328,UCK1,Uridine/cytidine kinase 1,UCK1,83549,ENSG00000130717,NA,NA,Uck1 (MGI:98904)
9,131576769,131740067,9q34.3,9q34.13,600303,"RAPGEF1, GRF2, C3G",RAP guanine nucleotide exchange factor 1,RAPGEF1,2889,ENSG00000107263,NA,NA,Rapgef1 (MGI:104580)
9,131860109,132079866,9q34,9q34.13,605044,"MED27, CRSP8, CRAP34",Mediator complex subunit 27,MED27,9442,ENSG00000160563,NA,NA,Med27 (MGI:1916225)
9,132261355,132356725,9q34,9q34.13,608465,"SETX, SCAN2, AOA2, ALS4",Senataxin,SETX,23064,ENSG00000107290,NA,"Amyotrophic lateral sclerosis 4, juvenile, 602433 (3), Autosomal dominant; Spinocerebellar ataxia, autosomal recessive, with axonal neuropathy 2, 606002 (3), Autosomal recessive",Setx (MGI:2443480)
9,132375547,132406850,9q34.13,9q34.13,600777,TTF1,"Transcription termination factor, RNA polymerase I",TTF1,7270,ENSG00000125482,NA,NA,NA
9,132582605,132590251,9q34,9q34.13,605211,BARHL1,BARH-like 1,BARHL1,56751,ENSG00000125492,NA,NA,Barhl1 (MGI:1859288)
9,132592996,132670400,9q34.13,9q34.13,616533,"DDX31, PPP1R25",DEAD box polypeptide 31,DDX31,64794,ENSG00000125485,NA,NA,Ddx31 (MGI:2682639)
9,132725573,132878810,9q34.13,9q34.13,615365,AK8,Adenylate kinase 8,AK8,158067,ENSG00000165695,NA,NA,Ak8 (MGI:1916120)
9,132891347,132945268,9q34,9q34.13,605284,"TSC1, LAM",Hamartin (tuberous sclerosis 1 gene),TSC1,7248,ENSG00000165699,"linked to ABO, ABL","Focal cortical dysplasia, type II, somatic, 607341 (3); Lymphangioleiomyomatosis, 606690 (3); Tuberous sclerosis-1, 191100 (3), Autosomal dominant",Tsc1 (MGI:1929183)
9,132945544,132991696,9q34.13,9q34.13,604383,"GFI1B, BDPLT17",Growth factor-independent 1B,GFI1B,8328,ENSG00000165702,NA,"Bleeding disorder, platelet-type, 17, 187900 (3), Autosomal recessive, Autosomal dominant",Gfi1b (MGI:1276578)
9,133030674,133058502,9q34.2,9q34.13,604890,"GTF3C5, TFIIIC63","General transcription factor 3C, polypeptide 5",GTF3C5,9328,ENSG00000148308,NA,NA,Gtf3c5 (MGI:1917489)
9,133061981,133071860,9q34.3,9q34.13,114840,"CEL, BSSL, CELL, MODY8",Carboxyl-ester lipase (bile-salt stimulated lipase),CEL,1056,ENSG00000170835,NA,"Maturity-onset diabetes of the young, type VIII, 609812 (3), Autosomal dominant",Cel (MGI:88374)
9,133097721,133149209,9q34,9q34.1-q34.2,601619,RALGDS,ral guanine nucleotide dissociation stimulator,RALGDS,5900,ENSG00000160271,NA,NA,Ralgds (MGI:107485)
9,133152947,133163913,9q34,9q34.2,606074,"GBGT1, FS","Globoside alpha-1,3-N-acetylgalactosaminyltransferase 1 (Forssman synthetase)",GBGT1,26301,ENSG00000148288,NA,NA,Gbgt1 (MGI:2449143)
9,133205278,133223254,9q34,9q34.2,604606,OBP2B,Odorant-binding protein 2B,OBP2B,29989,ENSG00000171102,NA,NA,Obp2a (MGI:2387617)
9,133250400,133275200,9q34,9q34.2,110300,ABO,ABO glycosyltransferase,ABO,28,ENSG00000175164,linked to AK1,"[Blood group, ABO system], 616093 (3)",Abo (MGI:2135738)
9,133328775,133336209,9q34,9q34.2,185642,SURF6,Surfeit-6,SURF6,6838,ENSG00000148296,NA,NA,Surf6 (MGI:98447)
9,133338311,133348155,9q34,9q34.2,185641,SURF5,Surfeit-5,MED22,6837,ENSG00000148297,NA,NA,Med22 (MGI:98446)
9,133348217,133351425,9q34,9q34.2,185640,"RPL7A, SURF3",Ribosomal protein L7a (surfeit-3),RPL7A,6130,ENSG00000148303,in cluster with SURF1,NA,Rpl7a (MGI:1353472)
9,133351757,133356486,9q34,9q34.2,185620,"SURF1, CMT4K",Surfeit-1,SURF1,6834,ENSG00000148290,"distal to ABL, CAN","Charcot-Marie-Tooth disease, type 4K, 616684 (3), Autosomal recessive; Leigh syndrome, due to COX IV deficiency, 256000 (3), Autosomal recessive, Mitochondrial",Surf1 (MGI:98443)
9,133356549,133361157,9q34,9q34.2,185630,SURF2,Surfeit-2,SURF2,6835,ENSG00000148291,NA,NA,Surf2 (MGI:98444)
9,133361448,133377948,9q34,9q34.2,185660,SURF4,Surfeit-4,SURF4,6836,ENSG00000148248,NA,NA,Surf4 (MGI:98445)
9,133406057,133418171,9q34,9q34.2,602930,"REXO4, XPMC2H","RNA exonuclease 4, S. cerevisiae, homolog of",REXO4,57109,ENSG00000148300,NA,NA,Rexo4 (MGI:2684957)
9,133414338,133459402,9q34,9q34.2,604134,"ADAMTS13, VWFCP, TTP","A disintegrin-like and metalloprotease with thrombospondin type 1 motif, 13",ADAMTS13,11093,ENSG00000160323,NA,"Thrombotic thrombocytopenic purpura, familial, 274150 (3), Autosomal recessive",Adamts13 (MGI:2685556)
9,133459964,133470843,9q34.2,9q34.2,613104,"CACFD1, FLOWER, C9orf7",Calcium channel FLOWER-domain containing protein 1,CACFD1,11094,ENSG00000160325,NA,NA,Cacfd1 (MGI:1924317)
9,133471093,133479126,9q34,9q34.2,606813,SLC2A6,"Solute carrier family 2, member 6",SLC2A6,11182,ENSG00000160326,NA,NA,Slc2a6 (MGI:2443286)
9,133514585,133524958,9q34.2,9q34.2,615345,"MYMK, TMEM8C",Myomaker,MYMK,389827,ENSG00000187616,NA,"Carey-Fineman-Ziter syndrome, 254940 (3), Autosomal recessive",Mymk (MGI:1913389)
9,133532163,133575518,9q34.2,9q34.2,612277,"ADAMTSL2, KIAA0605, GPHYSD1",ADAMTS-like protein 2,ADAMTSL2,9719,ENSG00000197859,NA,"Geleophysic dysplasia 1, 231050 (3), Autosomal recessive",Adamtsl2 (MGI:1925044)
9,133636362,133659328,9q34,9q34.2,609312,"DBH, ORTHYP1",Dopamine-beta-hydroxylase,DBH,1621,ENSG00000123454,tightly linked to ABO,"Orthostatic hypotension 1, due to DBH deficiency, 223360 (3), Autosomal recessive",Dbh (MGI:94864)
9,133663073,133739957,9q34.2,9q34.2,604455,"SARDH, SARD, SAR",Sarcosine dehydrogenase,SARDH,1757,ENSG00000123453,NA,"[Sarcosinemia], 268900 (3), Autosomal recessive",Sardh (MGI:2183102)
9,133761893,133992373,9q34,9q34.2,600428,VAV2,Oncogene VAV2,VAV2,7410,ENSG00000160293,NA,NA,Vav2 (MGI:102718)
9,134030304,134068532,9q34,9q34.2,601541,"RING3L, ORFX",RING3-like gene (open reading frame X),BRD3,8019,ENSG00000169925,NA,NA,Brd3 (MGI:1914632)
9,134164439,134164563,9q34.2,9q34.2,601429,"RNU6ATAC, U6ATAC","RNA, U6ATAC small nuclear",RNU6ATAC,100151684,ENSG00000221676,NA,NA,NA
9,134326454,134440585,9q34.3,9q34.2,180245,RXRA,"Retinoid X receptor, alpha",RXRA,6256,ENSG00000186350,distal to DBH,NA,Rxra (MGI:98214)
9,134641788,134844842,9q34.2-q34.3,9q34.3,120215,"COL5A1, EDSCL1","Collagen V, alpha-1 polypeptide",COL5A1,1289,ENSG00000130635,NA,"Ehlers-Danlos syndrome, classic type, 1, 130000 (3), Autosomal dominant",Col5a1 (MGI:88457)
9,134864061,134890505,9q34,9q34.3,601624,FCN2,Ficolin (collagen/fibrinogen domain-containing lectin) 2,FCN2,2220,ENSG00000160339,NA,NA,NA
9,134903231,134917911,9q34,9q34.3,601252,FCN1,Ficolin (collagen/fibrinogen domain-containing) 1,FCN1,2219,ENSG00000085265,NA,NA,Fcnb (MGI:1341158)
9,135075504,135121183,Chr.9,9q34.3,605366,"OLFM1, AMY",Olfactomedin 1,OLFM1,10439,ENSG00000130558,NA,NA,Olfm1 (MGI:1860437)
9,135477649,135488893,9q34.3,9q34.3,614056,"PPP1R26, KIAA0649","Protein phosphatase 1, regulatory subunit 26",PPP1R26,9858,ENSG00000196422,NA,NA,Ppp1r26 (MGI:2685193)
9,135495180,135499868,9q34.3,9q34.3,614502,"C9orf116, PIERCE1",p53-induced expression in RB-null cells 1,C9orf116,138162,ENSG00000160345,NA,NA,1700007K13Rik (MGI:1916577)
9,135499988,135504672,9q34,9q34.3,611971,"MRPS2, COXPD36",Mitochondrial ribosomal protein S2,MRPS2,51116,ENSG00000122140,NA,"Combined oxidative phosphorylation deficiency 36, 617950 (3), Autosomal recessive",Mrps2 (MGI:2153089)
9,135521295,135526539,9q34,9q34.3,151675,LCN1,"Lipocalin 1 (protein migrating faster than albumin, tear prealbumin)",LCN1,3933,ENSG00000160349,NA,NA,NA
9,135544811,135549968,9q34,9q34.3,164320,OBP2A,Odorant-binding protein 2A,OBP2A,29991,ENSG00000122136,NA,NA,Obp2b (MGI:3651927)
9,135561626,135566954,9q34,9q34.3,173310,"PAEP, PP14",Progestagen-associated endometrial protein (placental protein 14),PAEP,5047,ENSG00000122133,NA,NA,NA
9,135623647,135641223,9q34.3,9q34.3,613699,"GLT6D1, GT6M7, GLTDC1",Glycosyltransferase 6 domain-containing 1,GLT6D1,360203,ENSG00000204007,NA,NA,Glt6d1 (MGI:1918353)
9,135663321,135670730,9q34,9q34.3,612903,LCN9,Lipocalin 9,LCN9,392399,ENSG00000148386,NA,NA,Lcn9 (MGI:1924954)
9,135691861,135702111,9q34.3,9q34.3,610224,"SOHLH1, NOHLH, TEB2, ODG5, SPGF32",Spermatogenesis- and oogenesis-specific basic helix-loop-helix protein 1,SOHLH1,402381,ENSG00000165643,NA,"Ovarian dysgenesis 5, 617690 (3), Autosomal recessive; Spermatogenic failure 32, 618115 (3), Autosomal dominant",Sohlh1 (MGI:2684956)
9,135702184,135795501,9q34.3,9q34.3,608167,"KCNT1, KIAA1422, EIEE14, ENFL5","Potassium channel, subfamily T, member 1",KCNT1,57582,ENSG00000107147,NA,"Epilepsy, nocturnal frontal lobe, 5, 615005 (3), Autosomal dominant; Epileptic encephalopathy, early infantile, 14, 614959 (3), Autosomal dominant",Kcnt1 (MGI:1924627)
9,135808486,135907550,9q34.3,9q34.3,613774,CAMSAP1,Calmodulin-regulated spectrin-associated protein 1,CAMSAP1,157922,ENSG00000130559,NA,NA,Camsap1 (MGI:3036242)
9,135932968,135961372,9q34.3,9q34.3,608129,"UBAC1, GBDR1",Ubiquitin-associated domain-containing protein 1,UBAC1,10422,ENSG00000130560,NA,NA,Ubac1 (MGI:1920995)
9,136006536,136095288,9q34.3,9q34.3,615786,"NACC2, RBB","NACC family, member 2, BEN and BTB/POZ domains-containing",NACC2,138151,ENSG00000148411,NA,NA,Nacc2 (MGI:1915241)
9,136196249,136205127,9q34.3,9q34.3,600577,"LHX3, CPHD3",LIM/homeodomain protein LHX3,LHX3,8022,ENSG00000107187,"in mouse, close to Notch1; centromeric to ABL","Pituitary hormone deficiency, combined, 3, 221750 (3), Autosomal recessive",Lhx3 (MGI:102673)
9,136206332,136245840,9q34.3,9q34.3,612860,"QSOX2, SOXN",Quiescin Q6 sulfhydryl oxidase 2,QSOX2,169714,ENSG00000165661,NA,NA,Qsox2 (MGI:2387194)
9,136363955,136373680,9q34.3,9q34.3,607212,"CARD9, CANDF2",Caspase recruitment domain-containing protein 9,CARD9,64170,ENSG00000187796,NA,"Candidiasis, familial, 2, autosomal recessive, 212050 (3), Autosomal recessive",Card9 (MGI:2685628)
9,136375568,136400219,9q34.3,9q34.3,602777,"SNAPC4, SNAP190","Small nuclear RNA-activating protein complex, polypeptide 4",SNAPC4,6621,ENSG00000165684,NA,NA,Snapc4 (MGI:2443935)
9,136410572,136423760,9q34.3,9q34.3,613036,"PMPCA, KIAA0123, SCAR2","Peptidase, mitochondrial processing, alpha",PMPCA,23203,ENSG00000165688,NA,"Spinocerebellar ataxia, autosomal recessive 2, 213200 (3), Autosomal recessive",Pmpca (MGI:1918568)
9,136428618,136439860,9q34.3,9q34.3,613037,"INPP5E, MORMS, JBTS1, CORS1","Inositol polyphosphate-5-phosphatase, 72kD",INPP5E,56623,ENSG00000148384,NA,"Joubert syndrome 1, 213300 (3), Autosomal recessive; Mental retardation, truncal obesity, retinal dystrophy, and micropenis, 610156 (3), Autosomal recessive",Inpp5e (MGI:1927753)
9,136440095,136484551,9q34.3,9q34.3,612854,"SEC16A, SEC16L, KIAA0310, p250","Sec16, S. Cerevisiae, homolog of, A",SEC16A,9919,ENSG00000148396,NA,NA,Sec16a (MGI:2139207)
9,136494432,136546047,9q34.3,9q34.3,190198,"NOTCH1, TAN1, AOS5, AOVD1","Notch, Drosophila, homolog of, 1, translocation-associated",NOTCH1,4851,ENSG00000148400,NA,"Adams-Oliver syndrome 5, 616028 (3), Autosomal dominant; Aortic valve disease 1, 109730 (3), Autosomal dominant",Notch1 (MGI:97363)
9,136654752,136672677,9q34.3,9q34.3,608582,EGFL7,Epidermal growth factor-like 7,EGFL7,51162,ENSG00000172889,NA,NA,Egfl7 (MGI:2449923)
9,136670601,136670685,9q34.3,9q34.3,611767,"MIR126, MIRN126",Micro RNA 126,MIR126,406913,ENSG00000199161,NA,NA,NA
9,136673142,136687456,9q34.3,9q34.3,603100,"AGPAT2, LPAAB, BSCL, BSCL1",1-acylglycerol-3-phosphate O-acyltransferase 2 (lysophosphatidic acid acyltransferase-beta),AGPAT2,10555,ENSG00000169692,NA,"Lipodystrophy, congenital generalized, type 1, 608594 (3), Autosomal recessive",Agpat2 (MGI:1914762)
9,136712571,136724741,9q34.3,9q34.3,614543,FAM69B,"Family with sequence similarity 69, member B",DIPK1B,138311,ENSG00000165716,NA,NA,Dipk1b (MGI:1927576)
9,136738169,136742939,9q34,9q34.3,612904,LCN10,Lipocalin 10,LCN10,414332,ENSG00000187922,NA,NA,Lcn10 (MGI:1925000)
9,136744016,136748524,9q34,9q34.3,609379,LCN6,Lipocalin 6,LCN6,158062,ENSG00000267206,NA,NA,Lcn6 (MGI:3045364)
9,136754387,136758550,9q34,9q34.3,612902,LCN8,Lipocalin 8,LCN8,138307,ENSG00000204001,NA,NA,Lcn8 (MGI:2135945)
9,136796337,136807740,9q34.3,9q34.3,615955,"CCDC183, KIAA1984",Coiled-coil domain-containing protein 183,CCDC183,84960,ENSG00000213213,NA,NA,Ccdc183 (MGI:1924308)
9,136807947,136841186,9q34.3,9q34.3,610615,"RABL6, PARF, C9orf86",RAB-like protein 6,RABL6,55684,ENSG00000196642,NA,NA,Rabl6 (MGI:2442633)
9,136848815,136851042,9q34.3,9q34.3,610167,PHPT1,Phosphohistidine phosphatase 1,PHPT1,29085,ENSG00000054148,NA,NA,Phpt1 (MGI:1922704)
9,136852345,136860798,9q34.3,9q34.3,617208,MAMDC4,MAM domain-containing protein 4,MAMDC4,158056,ENSG00000177943,NA,NA,Mamdc4 (MGI:2685841)
9,136881932,136926614,9q34.3,9q34.3,601895,"TRAF2, TRAP",TNF receptor-associated factor 2,TRAF2,7186,ENSG00000127191,NA,NA,Traf2 (MGI:101835)
9,136940434,136944773,9q34.3,9q34.3,609072,"FBXW5, FBW5",F-box and WD40 domain protein 5,FBXW5,54461,ENSG00000159069,NA,NA,Fbxw5 (MGI:1354731)
9,136944869,136946980,9q34.3,9q34.3,120930,C8G,"Complement component-8, gamma polypeptide",C8G,733,ENSG00000176919,NA,NA,C8g (MGI:88237)
9,136949179,136955504,9q34,9q34.3,612905,LCN12,Lipocalin 12,LCN12,286256,ENSG00000184925,NA,NA,Lcn12 (MGI:1924951)
9,136977503,136981741,9q34.2-q34.3,9q34.3,176803,PTGDS,"Prostaglandin D2 synthase (21kD, brain)",PTGDS,5730,ENSG00000107317,distal to ABL,NA,Ptgds (MGI:99261)
9,136992417,136993987,9q34.3,9q34.3,616315,"PAXX, C9orf142",Paralog of XRCC4 and XLF,PAXX,286257,ENSG00000148362,NA,NA,Paxx (MGI:2442831)
9,136994607,136997928,Chr.9,9q34.3,606533,CLIC3,Chloride intracellular channel 3,CLIC3,9022,ENSG00000169583,NA,NA,Clic3 (MGI:1916704)
9,137007233,137028921,9q34,9q34.3,600047,"ABCA2, ABC2",ATP-binding cassette 2,ABCA2,20,ENSG00000107331,NA,NA,Abca2 (MGI:99606)
9,137030173,137032839,Chr.9,9q34.3,602030,FUT7,"Fucosyltransferase 7 (alpha (1,3) fucosyltransferase)",FUT7,2529,ENSG00000180549,NA,NA,Fut7 (MGI:107692)
9,137039462,137046176,Chr.9,9q34.3,605798,"NPDC1, CAB1","Neural proliferation, differentiation, and control protein 1",NPDC1,56654,ENSG00000107281,NA,NA,Npdc1 (MGI:1099802)
9,137048106,137054060,9q34,9q34.3,602012,"ENTPD2, CD39L1",Ectonucleoside triphosphate diphosphohydrolase 2,ENTPD2,954,ENSG00000054179,same cosmid as ABC2,NA,Entpd2 (MGI:1096863)
9,137062126,137070558,9q34.3,9q34.3,612057,"SAPCD2, C9orf140, P42.3",Suppressor APC domain-containing protein 2,SAPCD2,89958,ENSG00000186193,NA,NA,Sapcd2 (MGI:1919330)
9,137086926,137109186,9q34.3,9q34.3,604346,"MAN1B1, MRT15","Mannosidase, alpha, class 1B member 1",MAN1B1,11253,ENSG00000177239,NA,"Mental retardation, autosomal recessive 15, 614202 (3), Autosomal recessive",Man1b1 (MGI:2684954)
9,137110539,137117979,9q34.3,9q34.3,610537,"DPP7, QPP",Dipeptidyl peptidase VII,DPP7,29952,ENSG00000176978,NA,NA,Dpp7 (MGI:1933213)
9,137139091,137168758,9q34.3,9q34.3,138249,"GRIN1, NMDAR1, NDHMSR, NDHMSD","Glutamate receptor, ionotropic, N-methyl D-aspartate 1",GRIN1,2902,ENSG00000176884,NA,"Neurodevelopmental disorder with or without hyperkinetic movements and seizures, autosomal dominant, 614254 (3), Autosomal dominant; Neurodevelopmental disorder with or without hyperkinetic movements and seizures, autosomal recessive, 617820 (3), Autosomal recessive",Grin1 (MGI:95819)
9,137168757,137170038,9q34.3,9q34.3,613505,"LRRC26, CAPC",Leucine-rich repeat-containing protein 26,LRRC26,389816,ENSG00000184709,NA,NA,Lrrc26 (MGI:2385129)
9,137174783,137188584,Chr.9,9q34.3,606946,"ANAPC2, APC2, KIAA1406","Anaphase-promoting complex, subunit 2",ANAPC2,29882,ENSG00000176248,NA,NA,Anapc2 (MGI:2139135)
9,137188675,137190365,9q34.3,9q34.3,610882,"SSNA1, NA14",Sjogren syndrome nuclear autoantigen 1,SSNA1,8636,ENSG00000176101,NA,NA,Ssna1 (MGI:1915725)
9,137191618,137200740,9q34.3,9q34.3,613354,"TPRN, C9orf75, DFNB79",Taperin,TPRN,286262,ENSG00000176058,NA,"Deafness, autosomal recessive 79, 613307 (3), Autosomal recessive",Tprn (MGI:2139535)
9,137204081,137205647,9q34.3,9q34.3,616499,TMEM203,Transmembrane protein 203,TMEM203,94107,ENSG00000187713,NA,NA,Tmem203 (MGI:2443597)
9,137205666,137219360,9q34.3,9q34.3,606073,NR1,NADPH-dependent FMN- and FAD-containing oxidoreductase,NDOR1,27158,ENSG00000188566,NA,NA,Ndor1 (MGI:1926047)
9,137230756,137236553,9q34,9q34.3,609826,"SLC34A3, NPTIIC, HHRH","Solute carrier family 34 (sodium/phosphate cotransporter), member 3",SLC34A3,142680,ENSG00000198569,NA,"Hypophosphatemic rickets with hypercalciuria, 241530 (3), Autosomal recessive",Slc34a3 (MGI:2159410)
9,137241286,137243706,9q34.3,9q34.3,602660,"TUBB4B, TUBB2C, LCAEOD","Tubulin, beta-4B",TUBB4B,10383,ENSG00000188229,NA,"Leber congenital amaurosis with early-onset deafness, 617879 (3), Autosomal dominant",Tubb4b (MGI:1915472)
9,137255326,137273541,9q34,9q34.3,611180,"COBRA1, NELFB, KIAA1182",Cofactor of BRCA1,NELFB,25920,ENSG00000188986,NA,NA,Nelfb (MGI:1931035)
9,137423371,137434405,9q34.3,9q34.3,611255,NOXA1,NADPH oxidase activator 1,NOXA1,10811,ENSG00000188747,NA,NA,Noxa1 (MGI:2449980)
9,137434363,137441709,9q34,9q34.3,616748,ENTPD8,Ectonucleoside triphosphate diphosphohydrolase 8,ENTPD8,377841,ENSG00000188833,NA,NA,Entpd8 (MGI:1919340)
9,137447569,137459333,9q34.3,9q34.3,608137,"NSMF, NELF, HH9",NMDA receptor synaptonuclear signaling and neuronal migration factor,NSMF,26012,ENSG00000165802,NA,"Hypogonadotropic hypogonadism 9 with or without anosmia, 614838 (3), Autosomal dominant",Nsmf (MGI:1861755)
9,137459398,137550665,9q34.3,9q34.3,612122,PNPLA7,Patatin-like phospholipase domain containing 7,PNPLA7,375775,ENSG00000130653,NA,NA,Pnpla7 (MGI:2385325)
9,137551878,137552554,9q34.3,9q34.3,611846,"MRPL41, MRPL27",Mitochondrial ribosomal protein L41,MRPL41,64975,ENSG00000182154,NA,NA,Mrpl41 (MGI:1333816)
9,137554443,137578924,9q34.3,9q34.3,613210,"DPH7, WDR85",Diphthamide biosynthesis 7,DPH7,92715,ENSG00000148399,NA,NA,Dph7 (MGI:1914478)
9,137582078,137590511,9q34.3,9q34.3,611424,"ZMYND19, MIZIP",Zinc finger MYND domain-containing protein 19,ZMYND19,116225,ENSG00000165724,NA,NA,Zmynd19 (MGI:1914437)
9,137619000,137836126,9q34.3,9q34.3,607001,"EHMT1, EUHMTASE1, KMT1D, DEL9q34, KLEFS1",Euchromatic histone methyltransferase 1,EHMT1,79813,ENSG00000181090,NA,"Kleefstra syndrome 1, 610253 (3), Autosomal dominant",Ehmt1 (MGI:1924933)
9,137877781,138124618,9q34,9q34.3,601012,"CACNA1B, CACNL1A5, NEDNEH","Calcium channel, voltage-dependent, L type, alpha 1B subunit",CACNA1B,774,ENSG00000148408,NA,"Neurodevelopmental disorder with seizures and nonepileptic hyperkinetic movements, 618497 (3)",Cacna1b (MGI:88296)
9,0,138394717,Chr.9,NA,187290,H142T,"Temperature sensitivity complementation, H142",NA,8023,NA,NA,NA,NA
10,0,39800000,10p,NA,603188,BMIQ8,Body mass index quantitative trait locus 8,NA,56694,NA,NA,"{Obesity, susceptibility to, BMIQ8}, 603188 (2)",NA
