gene_name,gene_id_entrez,gene_id_ensembl,mim_number,mim_entry_type
SSBP1,6742,ENSG00000106028,600439,gene
SSBP2,23635,ENSG00000145687,607389,gene
SSBP3,23648,ENSG00000157216,607390,gene
SSBP4,170463,ENSG00000130511,607391,gene
SSC4D,136853,ENSG00000146700,607639,gene
SSC5D,284297,ENSG00000179954,618194,gene
SSH1,54434,ENSG00000084112,606778,gene
SSH2,85464,ENSG00000141298,606779,gene
SSH3,54961,ENSG00000172830,606780,gene
SSNA1,8636,ENSG00000176101,610882,gene
SSPN,8082,ENSG00000123096,601599,gene
SSPO,23145,ENSG00000197558,617356,gene
SSR1,6745,ENSG00000124783,600868,gene
SSR2,6746,ENSG00000163479,600867,gene
SSR3,6747,ENSG00000114850,606213,gene
SSR4,6748,ENSG00000180879,300090,gene
SSRP1,6749,ENSG00000149136,604328,gene
SST,6750,ENSG00000157005,182450,gene
SSTR1,6751,ENSG00000139874,182451,gene
SSTR2,6752,ENSG00000180616,182452,gene
SSTR3,6753,ENSG00000278195,182453,gene
SSTR4,6754,ENSG00000132671,182454,gene
SSTR5,6755,ENSG00000162009,182455,gene/phenotype
SSU72,29101,ENSG00000160075,617680,gene
SSUH2,51066,ENSG00000125046,617479,gene
SSX1,6756,ENSG00000126752,312820,gene
SSX2,6757,ENSG00000241476,300192,gene
SSX2IP,117178,ENSG00000117155,608690,gene
SSX3,10214,ENSG00000165584,300325,gene
SSX4,6759,ENSG00000268009,300326,gene
SSX5,6758,ENSG00000165583,300327,gene
SSX6P,280657,NA,300541,gene
SSX7,280658,ENSG00000187754,300542,gene
SSX8P,280659,NA,300543,gene
SSX9P,280660,ENSG00000204648,300544,gene
ST13,6767,ENSG00000100380,606796,gene
ST14,6768,ENSG00000149418,606797,gene
ST18,9705,ENSG00000147488,617155,gene
ST3GAL1,6482,ENSG00000008513,607187,gene
ST3GAL2,6483,ENSG00000157350,607188,gene
ST3GAL3,6487,ENSG00000126091,606494,gene
ST3GAL4,6484,ENSG00000110080,104240,gene
ST3GAL5,8869,ENSG00000115525,604402,gene
ST3GAL6,10402,ENSG00000064225,607156,gene
ST6GAL1,6480,ENSG00000073849,109675,gene
ST6GAL2,84620,ENSG00000144057,608472,gene
ST6GALNAC1,55808,ENSG00000070526,610138,gene
ST6GALNAC2,10610,ENSG00000070731,610137,gene
ST6GALNAC3,256435,ENSG00000184005,610133,gene
ST6GALNAC4,27090,ENSG00000136840,606378,gene
ST6GALNAC5,81849,ENSG00000117069,610134,gene
ST6GALNAC6,30815,ENSG00000160408,610135,gene
ST7,7982,ENSG00000004866,600833,gene
ST7L,54879,ENSG00000007341,617640,gene
ST8SIA1,6489,ENSG00000111728,601123,gene
ST8SIA2,8128,ENSG00000140557,602546,gene
ST8SIA3,51046,ENSG00000177511,609478,gene
ST8SIA4,7903,ENSG00000113532,602547,gene
ST8SIA5,29906,ENSG00000101638,607162,gene
ST8SIA6,338596,ENSG00000148488,610139,gene
STAB1,23166,ENSG00000010327,608560,gene
STAB2,55576,ENSG00000136011,608561,gene
STAC,6769,ENSG00000144681,602317,gene
STAC3,246329,ENSG00000185482,615521,gene
STAG1,10274,ENSG00000118007,604358,gene
STAG2,10735,ENSG00000101972,300826,gene
STAG3,10734,ENSG00000066923,608489,gene
STAM,8027,ENSG00000136738,601899,gene
STAM2,10254,ENSG00000115145,606244,gene
STAMBP,10617,ENSG00000124356,606247,gene
STAMBPL1,57559,ENSG00000138134,612352,gene
STAP1,26228,ENSG00000035720,604298,gene
STAP2,55620,ENSG00000178078,607881,gene
STAR,6770,ENSG00000147465,600617,gene
STARD10,10809,ENSG00000214530,617382,gene
STARD13,90627,ENSG00000133121,609866,gene
STARD3,10948,ENSG00000131748,607048,gene
STARD3NL,83930,ENSG00000010270,611759,gene
STARD4,134429,ENSG00000164211,607049,gene
STARD5,80765,ENSG00000172345,607050,gene
STARD6,147323,ENSG00000174448,607051,gene
STARD7,56910,ENSG00000084090,616712,gene
STARD8,9754,ENSG00000130052,300689,gene
STARD9,57519,ENSG00000159433,614642,gene
STAT1,6772,ENSG00000115415,600555,gene
STAT2,6773,ENSG00000170581,600556,gene
STAT3,6774,ENSG00000168610,102582,gene
STAT4,6775,ENSG00000138378,600558,gene
STAT5A,6776,ENSG00000126561,601511,gene
STAT5B,6777,ENSG00000173757,604260,gene
STAT6,6778,ENSG00000166888,601512,gene
STATH,6779,ENSG00000126549,184470,gene
STAU1,6780,ENSG00000124214,601716,gene
STAU2,27067,ENSG00000040341,605920,gene
STBD1,8987,ENSG00000118804,607406,gene
STC1,6781,ENSG00000159167,601185,gene
STC2,8614,ENSG00000113739,603665,gene
STEAP1,26872,ENSG00000164647,604415,gene
STEAP2,261729,ENSG00000157214,605094,gene
STEAP3,55240,ENSG00000115107,609671,gene
STEAP4,79689,ENSG00000127954,611098,gene
STH,246744,ENSG00000256762,607067,gene
STIL,6491,ENSG00000123473,181590,gene
STIM1,6786,ENSG00000167323,605921,gene
STIM2,57620,ENSG00000109689,610841,gene
STIMATE,375346,ENSG00000213533,617189,gene
STING1,340061,ENSG00000184584,612374,gene
STIP1,10963,ENSG00000168439,605063,gene
STK10,6793,ENSG00000072786,603919,gene
STK11,6794,ENSG00000118046,602216,gene
STK11IP,114790,ENSG00000144589,607172,gene
STK16,8576,ENSG00000115661,604719,gene
STK17A,9263,ENSG00000164543,604726,gene
STK17B,9262,ENSG00000081320,604727,gene
STK19,8859,ENSG00000204344,604977,gene
STK24,8428,ENSG00000102572,604984,gene
STK25,10494,ENSG00000115694,602255,gene
STK26,51765,ENSG00000134602,300547,gene
STK3,6788,ENSG00000104375,605030,gene
STK31,56164,ENSG00000196335,605790,gene
STK33,65975,ENSG00000130413,607670,gene
STK35,140901,ENSG00000125834,609370,gene
STK36,27148,ENSG00000163482,607652,gene
STK38,11329,ENSG00000112079,606964,gene
STK38L,23012,ENSG00000211455,615836,gene
STK39,27347,ENSG00000198648,607648,gene
STK4,6789,ENSG00000101109,604965,gene
STK40,83931,ENSG00000196182,609437,gene
STKLD1,169436,ENSG00000198870,618530,gene
STMN1,3925,ENSG00000117632,151442,gene
STMN2,11075,ENSG00000104435,600621,gene
STMN3,50861,ENSG00000197457,608362,gene
STN1,79991,ENSG00000107960,613128,gene
STOM,2040,ENSG00000148175,133090,gene
STOML1,9399,ENSG00000067221,608326,gene
STOML2,30968,ENSG00000165283,608292,gene
STOML3,161003,ENSG00000133115,608327,gene
STON1,11037,ENSG00000243244,605357,gene
STON2,85439,ENSG00000140022,608467,gene
STOX1,219736,ENSG00000165730,609397,gene
STOX2,56977,ENSG00000173320,617359,gene
STPG1,90529,ENSG00000001460,615826,gene
STRA6,64220,ENSG00000137868,610745,gene
STRA8,346673,ENSG00000146857,609987,gene
STRADA,92335,ENSG00000266173,608626,gene
STRADB,55437,ENSG00000082146,607333,gene
STRAP,11171,ENSG00000023734,605986,gene
STRBP,55342,ENSG00000165209,611138,gene
STRC,161497,ENSG00000242866,606440,gene
STRIP1,85369,ENSG00000143093,617918,gene
STRIP2,57464,ENSG00000128578,617919,gene
STRIT1,100507537,ENSG00000240045,616891,gene
STRN,6801,ENSG00000115808,614765,gene
STRN3,29966,ENSG00000196792,614766,gene
STRN4,29888,ENSG00000090372,614767,gene
STS,412,ENSG00000101846,300747,gene
STT3A,3703,ENSG00000134910,601134,gene
STT3B,201595,ENSG00000163527,608605,gene
STUB1,10273,ENSG00000103266,607207,gene
STX10,8677,ENSG00000104915,603765,gene
STX11,8676,ENSG00000135604,605014,gene
STX12,23673,ENSG00000117758,606892,gene
STX16,8675,ENSG00000124222,603666,gene
STX17,55014,ENSG00000136874,604204,gene
STX18,53407,ENSG00000168818,606046,gene
STX1A,6804,ENSG00000106089,186590,gene
STX1B,112755,ENSG00000099365,601485,gene
STX2,2054,ENSG00000111450,132350,gene
STX3,6809,ENSG00000166900,600876,gene
STX4,6810,ENSG00000103496,186591,gene
STX5,6811,ENSG00000162236,603189,gene
STX6,10228,ENSG00000135823,603944,gene
STX7,8417,ENSG00000079950,603217,gene
STX8,9482,ENSG00000170310,604203,gene
STXBP1,6812,ENSG00000136854,602926,gene
STXBP2,6813,ENSG00000076944,601717,gene
STXBP3,6814,ENSG00000116266,608339,gene
STXBP4,252983,ENSG00000166263,610415,gene
STXBP5,134957,ENSG00000164506,604586,gene
STXBP5L,9515,ENSG00000145087,609381,gene
STXBP6,29091,ENSG00000168952,607958,gene
STYK1,55359,ENSG00000060140,611433,gene
STYX,6815,ENSG00000198252,615814,gene
STYXL1,51657,ENSG00000127952,616695,gene
SUB1,10923,ENSG00000113387,600503,gene
SUCLA2,8803,ENSG00000136143,603921,gene
SUCLG1,8802,ENSG00000163541,611224,gene
SUCLG2,8801,ENSG00000172340,603922,gene
SUCNR1,56670,ENSG00000198829,606381,gene
SUDS3,64426,ENSG00000111707,608250,gene
SUFU,51684,ENSG00000107882,607035,gene
SUGCT,79783,ENSG00000175600,609187,gene
SUGP1,57794,ENSG00000105705,607992,gene
SUGP2,10147,ENSG00000064607,607993,gene
SUGT1,10910,ENSG00000165416,604098,gene
SULF1,23213,ENSG00000137573,610012,gene
SULF2,55959,ENSG00000196562,610013,gene
SULT1A1,6817,ENSG00000196502,171150,gene
SULT1A2,6799,ENSG00000197165,601292,gene
SULT1A3,6818,ENSG00000261052,600641,gene
SULT1A4,445329,ENSG00000213648,615819,gene
SULT1B1,27284,ENSG00000173597,608436,gene
SULT1C2,6819,ENSG00000198203,602385,gene
SULT1C3,442038,ENSG00000196228,617151,gene
SULT1C4,27233,ENSG00000198075,608357,gene
SULT1E1,6783,ENSG00000109193,600043,gene
SULT2A1,6822,ENSG00000105398,125263,gene
SULT2B1,6820,ENSG00000088002,604125,gene
SULT4A1,25830,ENSG00000130540,608359,gene
SULT6B1,391365,ENSG00000138068,617152,gene
SUMF1,285362,ENSG00000144455,607939,gene
SUMF2,25870,ENSG00000129103,607940,gene
SUMO1,7341,ENSG00000116030,601912,gene
SUMO2,6613,ENSG00000188612,603042,gene
SUMO3,6612,ENSG00000184900,602231,gene
SUMO4,387082,ENSG00000177688,608829,gene
SUN1,23353,ENSG00000164828,607723,gene
SUN2,25777,ENSG00000100242,613569,gene
SUN5,140732,ENSG00000167098,613942,gene
SUOX,6821,ENSG00000139531,606887,gene
SUPT16H,11198,ENSG00000092201,605012,gene
SUPT20H,55578,ENSG00000102710,613417,gene
SUPT3H,8464,ENSG00000196284,602947,gene
SUPT4H1,6827,ENSG00000213246,603555,gene
SUPT5H,6829,ENSG00000196235,602102,gene
SUPT6H,6830,ENSG00000109111,601333,gene
SUPT7L,9913,ENSG00000119760,612762,gene
SUPV3L1,6832,ENSG00000156502,605122,gene
SURF1,6834,ENSG00000148290,185620,gene
SURF2,6835,ENSG00000148291,185630,gene
SURF4,6836,ENSG00000148248,185660,gene
SURF6,6838,ENSG00000148296,185642,gene
SUSD2,56241,ENSG00000099994,615825,gene
SUSD3,203328,ENSG00000157303,616429,gene
SUSD4,55061,ENSG00000143502,615827,gene
SUSD6,9766,ENSG00000100647,616761,gene
SUV39H1,6839,ENSG00000101945,300254,gene
SUV39H2,79723,ENSG00000152455,606503,gene
SUZ12,23512,ENSG00000178691,606245,gene
SV2A,9900,ENSG00000159164,185860,gene
SV2B,9899,ENSG00000185518,185861,gene
SV2C,22987,ENSG00000122012,610291,gene
SVBP,374969,ENSG00000177868,617853,gene
SVEP1,79987,ENSG00000165124,611691,gene
SVIL,6840,ENSG00000197321,604126,gene
SVOP,55530,ENSG00000166111,611699,gene
SVOPL,136306,ENSG00000157703,611700,gene
SWAP70,23075,ENSG00000133789,604762,gene
SWI5,375757,ENSG00000175854,616528,gene
SWSAP1,126074,ENSG00000173928,614536,gene
SYBU,55638,ENSG00000147642,611568,gene
SYCE1,93426,ENSG00000171772,611486,gene
SYCE2,256126,ENSG00000161860,611487,gene
SYCE3,644186,ENSG00000217442,615775,gene
SYCP1,6847,ENSG00000198765,602162,gene
SYCP2,10388,ENSG00000196074,604105,gene
SYCP2L,221711,ENSG00000153157,616799,gene
SYCP3,50511,ENSG00000139351,604759,gene
SYDE1,85360,ENSG00000105137,617377,gene
SYF2,25949,ENSG00000117614,607090,gene
SYK,6850,ENSG00000165025,600085,gene
SYMPK,8189,ENSG00000125755,602388,gene
SYN1,6853,ENSG00000008056,313440,gene
SYN2,6854,ENSG00000157152,600755,gene
SYN3,8224,ENSG00000185666,602705,gene
SYNC,81493,ENSG00000162520,611750,gene
SYNCRIP,10492,ENSG00000135316,616686,gene
SYNDIG1,79953,ENSG00000101463,614311,gene
SYNDIG1L,646658,ENSG00000183379,609999,gene
SYNE1,23345,ENSG00000131018,608441,gene
SYNE2,23224,ENSG00000054654,608442,gene
SYNE3,161176,ENSG00000176438,610861,gene
SYNE4,163183,ENSG00000181392,615535,gene
SYNGAP1,8831,ENSG00000197283,603384,gene
SYNGR1,9145,ENSG00000100321,603925,gene
SYNGR2,9144,ENSG00000108639,603926,gene
SYNGR3,9143,ENSG00000127561,603927,gene
SYNGR4,23546,ENSG00000105467,608373,gene
SYNJ1,8867,ENSG00000159082,604297,gene
SYNJ2,8871,ENSG00000078269,609410,gene
SYNJ2BP,55333,ENSG00000213463,609411,gene
SYNM,23336,ENSG00000182253,606087,gene
SYNPO,11346,ENSG00000171992,608155,gene
SYNRG,11276,ENSG00000275066,607291,gene
SYP,6855,ENSG00000102003,313475,gene
SYPL1,6856,ENSG00000008282,616665,gene
SYS1,90196,ENSG00000204070,612979,gene
SYT1,6857,ENSG00000067715,185605,gene
SYT11,23208,ENSG00000132718,608741,gene
SYT12,91683,ENSG00000173227,606436,gene
SYT13,57586,ENSG00000019505,607716,gene
SYT14,255928,ENSG00000143469,610949,gene
SYT14P1,401135,NA,610892,gene
SYT15,83849,ENSG00000204176,608081,gene
SYT16,83851,ENSG00000139973,610950,gene
SYT2,127833,ENSG00000143858,600104,gene
SYT3,84258,ENSG00000213023,600327,gene
SYT4,6860,ENSG00000132872,600103,gene
SYT5,6861,ENSG00000129990,600782,gene
SYT6,148281,ENSG00000134207,607718,gene
SYT7,9066,ENSG00000011347,604146,gene
SYT8,90019,ENSG00000149043,607719,gene
SYT9,143425,ENSG00000170743,613528,gene
SYTL1,84958,ENSG00000142765,608042,gene
SYTL2,54843,ENSG00000137501,612880,gene
SYTL4,94121,ENSG00000102362,300723,gene
SYVN1,84447,ENSG00000162298,608046,gene
SZT2,23334,ENSG00000198198,615463,gene
TAAR1,134864,ENSG00000146399,609333,gene
TAAR2,9287,ENSG00000146378,604849,gene
TAAR5,9038,ENSG00000135569,607405,gene
TAAR6,319100,ENSG00000146383,608923,gene
TAAR8,83551,ENSG00000146385,606927,gene
TAAR9,134860,ENSG00000237110,608282,gene
TAB1,10454,ENSG00000100324,602615,gene
TAB2,23118,ENSG00000055208,605101,gene
TAB3,257397,ENSG00000157625,300480,gene
TAC1,6863,ENSG00000006128,162320,gene
TAC3,6866,ENSG00000166863,162330,gene
TAC4,255061,ENSG00000176358,607833,gene
TACC1,6867,ENSG00000147526,605301,gene
TACC2,10579,ENSG00000138162,605302,gene
TACC3,10460,ENSG00000013810,605303,gene
TACO1,51204,ENSG00000136463,612958,gene
TACR1,6869,ENSG00000115353,162323,gene
TACR2,6865,ENSG00000075073,162321,gene
TACR3,6870,ENSG00000169836,162332,gene
TACSTD2,4070,ENSG00000184292,137290,gene
TADA1,117143,ENSG00000152382,612763,gene
TADA2A,6871,ENSG00000276234,602276,gene
TADA2B,93624,ENSG00000173011,608790,gene
TADA3,10474,ENSG00000171148,602945,gene
TAF1,6872,ENSG00000147133,313650,gene
TAF10,6881,ENSG00000166337,600475,gene
TAF11,6882,ENSG00000064995,600772,gene
TAF12,6883,ENSG00000120656,600773,gene
TAF13,6884,ENSG00000197780,600774,gene
TAF15,8148,ENSG00000270647,601574,gene
TAF1A,9015,ENSG00000143498,604903,gene
TAF1B,9014,ENSG00000115750,604904,gene
TAF1C,9013,ENSG00000103168,604905,gene
TAF1D,79101,ENSG00000166012,612823,gene
TAF1L,138474,ENSG00000122728,607798,gene
TAF2,6873,ENSG00000064313,604912,gene
TAF3,83860,ENSG00000165632,606576,gene
TAF4,6874,ENSG00000130699,601796,gene
TAF4B,6875,ENSG00000141384,601689,gene
TAF5,6877,ENSG00000148835,601787,gene
TAF6,6878,ENSG00000106290,602955,gene
TAF6L,10629,ENSG00000162227,602946,gene
TAF7,6879,ENSG00000178913,600573,gene
TAF7L,54457,ENSG00000102387,300314,gene
TAF8,129685,ENSG00000137413,609514,gene
TAF9,6880,ENSG00000273841,600822,gene
TAF9B,51616,ENSG00000187325,300754,gene
TAFA1,407738,ENSG00000183662,617495,gene
TAFA2,338811,ENSG00000198673,617496,gene
TAFA3,284467,ENSG00000184599,617497,gene
TAFA4,151647,ENSG00000163377,617498,gene
TAFA5,25817,ENSG00000219438,617499,gene
TAGAP,117289,ENSG00000164691,609667,gene
TAGLN,6876,ENSG00000149591,600818,gene
TAGLN2,8407,ENSG00000158710,604634,gene
TAGLN3,29114,ENSG00000144834,607953,gene
TAL1,6886,ENSG00000162367,187040,gene
TAL2,6887,ENSG00000186051,186855,gene
TALDO1,6888,ENSG00000177156,602063,gene
TAMM41,132001,ENSG00000144559,614948,gene
TANC1,85461,ENSG00000115183,611397,gene
TANC2,26115,ENSG00000170921,615047,gene
TANGO2,128989,ENSG00000183597,616830,gene
TANK,10010,ENSG00000136560,603893,gene
TAOK1,57551,ENSG00000160551,610266,gene
TAOK2,9344,ENSG00000149930,613199,gene
TAOK3,51347,ENSG00000135090,616711,gene
TAP1,6890,ENSG00000168394,170260,gene
TAP2,6891,ENSG00000204267,170261,gene
TAPBP,6892,ENSG00000231925,601962,gene
TAPBPL,55080,ENSG00000139192,607081,gene
TAPT1,202018,ENSG00000169762,612758,gene
TARBP1,6894,ENSG00000059588,605052,gene
TARBP2,6895,ENSG00000139546,605053,gene
TARDBP,23435,ENSG00000120948,605078,gene
TARID,100507308,ENSG00000227954,616058,gene
TARM1,441864,ENSG00000248385,616802,gene
TARS1,6897,ENSG00000113407,187790,gene
TARS2,80222,ENSG00000143374,612805,gene
TAS1R1,80835,ENSG00000173662,606225,gene
TAS1R2,80834,ENSG00000179002,606226,gene
TAS1R3,83756,ENSG00000169962,605865,gene
TAS2R1,50834,ENSG00000169777,604796,gene
TAS2R10,50839,ENSG00000121318,604791,gene
TAS2R13,50838,ENSG00000212128,604792,gene
TAS2R14,50840,ENSG00000212127,604790,gene
TAS2R16,50833,ENSG00000128519,604867,gene
TAS2R19,259294,ENSG00000212124,613961,gene
TAS2R20,259295,ENSG00000255837,613962,gene
TAS2R3,50831,ENSG00000127362,604868,gene
TAS2R30,259293,ENSG00000256188,613963,gene
TAS2R31,259290,ENSG00000256436,612669,gene
TAS2R38,5726,ENSG00000257138,607751,gene
TAS2R4,50832,ENSG00000127364,604869,gene
TAS2R40,259286,ENSG00000221937,613964,gene
TAS2R41,259287,ENSG00000221855,613965,gene
TAS2R42,353164,ENSG00000186136,613966,gene
TAS2R43,259289,ENSG00000255374,612668,gene
TAS2R45,259291,NA,613967,gene
TAS2R46,259292,ENSG00000226761,612774,gene
TAS2R5,54429,ENSG00000127366,605062,gene
TAS2R50,259296,ENSG00000212126,609627,gene
TAS2R60,338398,ENSG00000185899,613968,gene
TAS2R7,50837,ENSG00000121377,604793,gene
TAS2R8,50836,ENSG00000121314,604794,gene
TAS2R9,50835,ENSG00000121381,604795,gene
TASOR,23272,ENSG00000163946,616493,gene
TASP1,55617,ENSG00000089123,608270,gene
TAT,6898,ENSG00000198650,613018,gene
TAX1BP1,8887,ENSG00000106052,605326,gene
TAX1BP3,30851,ENSG00000213977,616484,gene
TAZ,6901,ENSG00000102125,300394,gene
TBATA,219793,ENSG00000166220,612640,gene
TBC1D1,23216,ENSG00000065882,609850,gene
TBC1D10A,83874,ENSG00000099992,610020,gene
TBC1D10B,26000,ENSG00000169221,613620,gene
TBC1D10C,374403,ENSG00000175463,610831,gene
TBC1D13,54662,ENSG00000107021,616218,gene
TBC1D14,57533,ENSG00000132405,614855,gene
TBC1D15,64786,ENSG00000121749,612662,gene
TBC1D16,125058,ENSG00000167291,616637,gene
TBC1D17,79735,ENSG00000104946,616659,gene
TBC1D2,55357,ENSG00000095383,609871,gene
TBC1D20,128637,ENSG00000125875,611663,gene
TBC1D22A,25771,ENSG00000054611,616879,gene
TBC1D22B,55633,ENSG00000065491,616880,gene
TBC1D23,55773,ENSG00000036054,617687,gene
TBC1D24,57465,ENSG00000162065,613577,gene
TBC1D25,4943,ENSG00000068354,311240,gene
TBC1D3,729873,ENSG00000274611,607741,gene
TBC1D30,23329,ENSG00000111490,615077,gene
TBC1D32,221322,ENSG00000146350,615867,gene
TBC1D3B,414059,ENSG00000274808,610144,gene
TBC1D3C,414060,ENSG00000278299,610806,gene
TBC1D3D,101060389,ENSG00000274419,610807,gene
TBC1D3E,102723859,ENSG00000278599,610808,gene
TBC1D3F,84218,ENSG00000275954,610809,gene
TBC1D3G,101060321,ENSG00000260287,610810,gene
TBC1D3H,729877,ENSG00000274226,610811,gene
TBC1D4,9882,ENSG00000136111,612465,gene
TBC1D5,9779,ENSG00000131374,615740,gene
TBC1D7,51256,ENSG00000145979,612655,gene
TBC1D8B,54885,ENSG00000133138,301027,gene
TBC1D9,23158,ENSG00000109436,618035,gene
TBC1D9B,23061,ENSG00000197226,618039,gene
TBCA,6902,ENSG00000171530,610058,gene
TBCB,1155,ENSG00000105254,601303,gene
TBCC,6903,ENSG00000124659,602971,gene
TBCD,6904,ENSG00000141556,604649,gene
TBCE,6905,ENSG00000284770,604934,gene
TBCEL,219899,ENSG00000154114,610451,gene
TBCK,93627,ENSG00000145348,616899,gene
TBK1,29110,ENSG00000183735,604834,gene
TBKBP1,9755,ENSG00000198933,608476,gene
TBL1X,6907,ENSG00000101849,300196,gene
TBL1XR1,79718,ENSG00000177565,608628,gene
TBL1Y,90665,ENSG00000092377,400033,gene
TBL2,26608,ENSG00000106638,605842,gene
TBL3,10607,ENSG00000183751,605915,gene
TBP,6908,ENSG00000112592,600075,gene
TBPL1,9519,ENSG00000028839,605521,gene
TBPL2,387332,ENSG00000182521,608964,gene
TBR1,10716,ENSG00000136535,604616,gene
TBRG1,84897,ENSG00000154144,610614,gene
TBRG4,9238,ENSG00000136270,611325,gene
TBX1,6899,ENSG00000184058,602054,gene
TBX10,347853,ENSG00000167800,604648,gene
TBX15,6913,ENSG00000092607,604127,gene
TBX18,9096,ENSG00000112837,604613,gene
TBX19,9095,ENSG00000143178,604614,gene
TBX2,6909,ENSG00000121068,600747,gene
TBX20,57057,ENSG00000164532,606061,gene
TBX21,30009,ENSG00000073861,604895,gene
TBX22,50945,ENSG00000122145,300307,gene
TBX3,6926,ENSG00000135111,601621,gene
TBX4,9496,ENSG00000121075,601719,gene
TBX5,6910,ENSG00000089225,601620,gene
TBX6,6911,ENSG00000149922,602427,gene
TBXA2R,6915,ENSG00000006638,188070,gene
TBXAS1,6916,ENSG00000059377,274180,gene
TBXT,6862,ENSG00000164458,601397,gene
TCAF1,9747,ENSG00000198420,616251,gene
TCAF2,285966,ENSG00000170379,616252,gene
TCAM1P,146771,ENSG00000240280,612756,gene
TCAP,8557,ENSG00000173991,604488,gene
TCEA1,6917,ENSG00000187735,601425,gene
TCEA2,6919,ENSG00000171703,604784,gene
TCEA3,6920,ENSG00000204219,604128,gene
TCEAL1,9338,ENSG00000172465,300237,gene
TCEAL7,56849,ENSG00000182916,300771,gene
TCERG1,10915,ENSG00000113649,605409,gene
TCF12,6938,ENSG00000140262,600480,gene
TCF15,6939,ENSG00000125878,601010,gene
TCF19,6941,ENSG00000137310,600912,gene
TCF20,6942,ENSG00000100207,603107,gene
TCF21,6943,ENSG00000118526,603306,gene
TCF23,150921,ENSG00000163792,609635,gene
TCF25,22980,ENSG00000141002,612326,gene
TCF3,6929,ENSG00000071564,147141,gene
TCF4,6925,ENSG00000196628,602272,gene
TCF7,6932,ENSG00000081059,189908,gene
TCF7L1,83439,ENSG00000152284,604652,gene
TCF7L2,6934,ENSG00000148737,602228,gene
TCFL5,10732,ENSG00000101190,604745,gene
TCHH,7062,ENSG00000159450,190370,gene
TCHP,84260,ENSG00000139437,612654,gene
TCIM,56892,ENSG00000176907,607702,gene
TCIRG1,10312,ENSG00000110719,604592,gene
TCL1A,8115,ENSG00000100721,186960,gene
TCL1B,9623,ENSG00000213231,603769,gene
TCL4,6946,NA,186860,gene
TCL6,27004,NA,604412,gene
TCN1,6947,ENSG00000134827,189905,gene
TCN2,6948,ENSG00000185339,613441,gene
TCOF1,6949,ENSG00000070814,606847,gene
TCP1,6950,ENSG00000120438,186980,gene
TCP10,6953,NA,187020,gene
TCP10L,140290,ENSG00000242220,608365,gene
TCP11,6954,ENSG00000124678,186982,gene
TCTA,6988,ENSG00000145022,600690,gene
TCTE1,202500,ENSG00000146221,186975,gene
TCTE3,6991,ENSG00000184786,186977,gene
TCTEX1D2,255758,ENSG00000213123,617353,gene
TCTEX1D4,343521,ENSG00000188396,611713,gene
TCTN1,79600,ENSG00000204852,609863,gene
TCTN2,79867,ENSG00000168778,613846,gene
TCTN3,26123,ENSG00000119977,613847,gene
TDG,6996,ENSG00000139372,601423,gene
TDGF1,6997,ENSG00000241186,187395,gene/phenotype
TDH,157739,ENSG00000154316,615174,predominantly phenotypes
TDO2,6999,ENSG00000151790,191070,gene
TDP1,55775,ENSG00000042088,607198,gene
TDP2,51567,ENSG00000111802,605764,gene
TDRD1,56165,ENSG00000095627,605796,gene
TDRD3,81550,ENSG00000083544,614392,gene
TDRD5,163589,ENSG00000162782,617748,gene
TDRD6,221400,ENSG00000180113,611200,gene
TDRD7,23424,ENSG00000196116,611258,gene
TDRD9,122402,ENSG00000156414,617963,gene
TDRG1,732253,ENSG00000204091,615676,gene
TDRKH,11022,ENSG00000182134,609501,gene
TEAD1,7003,ENSG00000187079,189967,gene
TEAD2,8463,ENSG00000074219,601729,gene
TEAD3,7005,ENSG00000007866,603170,gene
TEAD4,7004,ENSG00000197905,601714,gene
TEC,7006,ENSG00000135605,600583,gene
TECPR1,25851,ENSG00000205356,614781,gene
TECPR2,9895,ENSG00000196663,615000,gene
TECR,9524,ENSG00000099797,610057,gene
TECRL,253017,ENSG00000205678,617242,gene
TECTA,7007,ENSG00000109927,602574,gene
TECTB,6975,ENSG00000119913,602653,gene
TEF,7008,ENSG00000167074,188595,gene
TEFM,79736,ENSG00000172171,616422,gene
TEK,7010,ENSG00000120156,600221,gene
TEKT1,83659,ENSG00000167858,609002,gene
TEKT2,27285,ENSG00000092850,608953,gene
TEKT3,64518,ENSG00000125409,612683,gene
TELO2,9894,ENSG00000100726,611140,gene
TEN1,100134934,ENSG00000257949,613130,gene
TENM1,10178,ENSG00000009694,300588,gene
TENM2,57451,ENSG00000145934,610119,gene
TENM3,55714,ENSG00000218336,610083,gene
TENM4,26011,ENSG00000149256,610084,gene
TENT2,167153,ENSG00000164329,614121,gene
TENT4A,11044,ENSG00000112941,605198,gene
TENT4B,64282,ENSG00000121274,605540,gene
TENT5A,55603,ENSG00000112773,611357,gene
TENT5C,54855,ENSG00000183508,613952,gene
TENT5D,169966,ENSG00000174016,300976,gene
TEP1,7011,ENSG00000129566,601686,gene
TEPP,374739,ENSG00000159648,610264,gene
TERB1,283847,ENSG00000249961,617332,gene
TERB2,145645,ENSG00000167014,617131,gene
TERC,7012,ENSG00000277925,602322,gene
TERF1,7013,ENSG00000147601,600951,gene
TERF2,7014,ENSG00000132604,602027,gene
TERF2IP,54386,ENSG00000166848,605061,gene
TERT,7015,ENSG00000164362,187270,gene
TES,26136,ENSG00000135269,606085,gene
TESC,54997,ENSG00000088992,611585,gene
